budget,runtime,popularity,vote_average,vote_count,original_language,genre_Action,genre_Adventure,genre_Animation,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_Foreign,genre_History,genre_Horror,genre_Music,genre_Mystery,genre_Romance,genre_Science Fiction,genre_TV Movie,genre_Thriller,genre_War,genre_Western,success
57000000,103.0,31.791979,6.4,535,en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
60000000,97.0,14.113066,6.0,226,en,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57000000,95.0,48.622278,4.7,1135,en,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
57000000,131.0,9.061866,5.5,145,en,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
56000000,95.0,35.4763,5.8,842,en,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
56000000,86.0,23.438398,6.0,381,en,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
55000000,142.0,138.133331,8.2,7927,en,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
60000000,92.0,47.336034,5.5,1177,en,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
55000000,108.0,29.97224,6.6,1698,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
55000000,81.0,47.845589,6.7,1457,en,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
55000000,143.0,48.507081,6.9,1022,en,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
54000000,95.0,20.28119,5.4,702,en,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
70000000,118.0,34.576913,6.4,1665,en,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
55000000,92.0,22.573237,5.4,496,en,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
55000000,103.0,36.194802,6.0,1129,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
55000000,134.0,52.786917,7.6,2454,en,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
55000000,97.0,38.06168,5.9,1122,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50000000,100.0,19.830132,6.0,1019,en,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
55000000,132.0,79.922059,7.1,2954,en,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
55000000,105.0,19.738215,5.6,485,en,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
53000000,116.0,20.334629,7.0,498,en,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
55000000,117.0,80.581367,7.7,2525,en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55000000,98.0,32.05145,6.1,772,en,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
55000000,123.0,15.064058,5.9,210,en,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1
55000000,114.0,21.272734,6.4,529,en,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
30000000,111.0,79.754966,7.7,4949,en,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55000000,97.0,13.191829,6.0,254,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000000,136.0,50.622607,7.6,3948,en,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
55000000,104.0,22.787667,6.1,458,en,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55000000,104.0,29.498304,6.3,636,en,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
55000000,110.0,25.400935,6.2,735,en,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
55000000,133.0,17.231675,5.8,256,en,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
55000000,94.0,32.835777,5.7,751,en,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
55000000,104.0,17.097041,6.3,461,en,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
55000000,91.0,14.414937,5.7,254,en,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
50000000,114.0,45.856409,6.2,1633,en,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
55000000,134.0,7.027139,5.9,120,en,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
55000000,122.0,32.657488,6.7,658,en,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50000000,109.0,12.46525,6.4,236,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55000000,95.0,39.882276,7.0,883,en,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
68000000,98.0,39.395881,5.3,881,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55000000,94.0,8.634954,6.0,189,en,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80000000,126.0,7.386394,6.2,146,en,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
55000000,118.0,8.802525,5.1,188,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000000,88.0,23.700759,6.4,374,en,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
55000000,141.0,27.50916,7.3,1131,en,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
50000000,107.0,20.58862,5.3,284,en,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
55000000,116.0,4.366488,5.7,194,en,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
70000000,143.0,18.927463,7.0,438,en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
55000000,114.0,15.274137,6.6,303,en,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
62000000,93.0,29.954302,5.4,703,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
56000000,214.0,4.362535,6.1,48,en,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
55000000,100.0,4.700024,5.2,62,en,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
55000000,107.0,12.340384,5.7,134,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000000,112.0,14.808304,6.2,316,en,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
57000000,95.0,9.27875,4.2,91,en,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
55000000,119.0,22.863516,6.9,573,en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
47000000,133.0,23.05451,7.1,346,fr,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000000,153.0,23.962109,7.3,395,en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
55000000,96.0,12.669778,5.3,123,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
54000000,117.0,67.169587,6.2,1528,en,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
55000000,123.0,41.472404,7.5,2039,en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55000000,92.0,22.503935,5.2,481,en,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
54000000,162.0,59.194915,7.1,1546,en,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
57000000,123.0,22.894898,6.1,327,en,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
54000000,108.0,18.600367,5.4,407,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
54000000,127.0,30.515175,6.5,629,en,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
54000000,121.0,9.053456,3.5,104,en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55000000,125.0,7.768223,5.7,95,en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
46000000,99.0,19.643365,5.5,308,en,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
53000000,94.0,45.565918,7.4,1432,en,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
52500000,127.0,57.374341,7.4,1300,en,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
75000000,89.0,8.41856,5.4,113,en,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
53000000,122.0,46.049902,6.3,1242,en,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90000000,132.0,23.9366,6.7,526,en,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
53000000,109.0,49.593978,7.2,1486,en,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
67000000,191.0,16.637642,6.8,459,en,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
52000000,141.0,73.944049,7.7,3795,en,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40000000,157.0,38.306954,6.7,1702,en,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
52000000,106.0,26.251217,5.6,832,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
52000000,108.0,30.780599,6.4,1386,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
52000000,125.0,25.41929,5.7,1013,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
50000000,104.0,15.98212,5.1,316,en,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52000000,170.0,40.072583,7.2,771,en,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
52000000,112.0,32.015477,5.9,736,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
82000000,118.0,24.444186,6.9,435,en,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
52000000,178.0,40.06688,7.8,1307,en,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52000000,92.0,27.916284,6.1,675,en,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
52000000,104.0,15.20707,5.1,278,en,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51000000,116.0,39.001682,6.1,927,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51000000,90.0,10.430832,5.3,225,en,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
50000000,130.0,94.815867,5.6,2436,en,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
60000000,90.0,67.298732,7.3,4056,en,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
50200000,106.0,26.60772,6.5,1652,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
48000000,143.0,28.803729,6.6,909,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50000000,139.0,27.039636,6.7,913,en,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
50000000,106.0,68.87691,6.3,4697,en,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
50000000,139.0,37.885022,7.2,915,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
50000000,115.0,35.537397,7.0,832,en,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50000000,119.0,38.125008,6.0,923,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50000000,96.0,18.121404,5.6,644,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
50000000,112.0,37.069253,6.6,2435,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
52000000,131.0,30.347332,7.1,716,en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50000000,116.0,23.854701,6.3,850,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
50000000,112.0,52.380982,7.0,3319,en,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60000000,123.0,50.163785,7.2,1516,en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
70000000,104.0,43.849351,6.4,1813,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50000000,107.0,45.318703,6.2,1650,en,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50000000,96.0,38.616744,5.8,854,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50000000,125.0,65.90161,5.6,1652,en,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
45000000,129.0,45.220386,7.3,1630,en,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
90000000,100.0,17.457947,6.7,548,en,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
50000000,109.0,10.755847,5.0,213,en,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1
50000000,124.0,38.629763,6.5,909,en,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
50000000,121.0,32.693093,5.9,1486,en,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1
50000000,97.0,18.806031,5.5,399,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50000000,110.0,32.233713,5.4,632,en,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
50000000,118.0,37.990705,7.0,2443,en,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
50000000,80.0,17.667826,5.2,820,en,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
60000000,99.0,9.225166,5.2,193,en,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50000000,133.0,46.180421,7.0,1381,en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50000000,127.0,30.397496,6.3,513,en,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
50000000,106.0,83.295796,6.8,2268,en,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
50000000,98.0,23.935053,5.5,509,en,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
54000000,132.0,84.630969,7.7,4442,en,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
50000000,115.0,16.251204,6.0,692,en,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
50000000,86.0,9.894346,6.2,106,en,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
50000000,101.0,12.050755,5.1,542,en,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
50000000,113.0,11.596207,6.0,220,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
50000000,88.0,53.02787,5.7,3239,en,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
50000000,124.0,14.382253,6.3,276,en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
50000000,109.0,43.450266,5.9,1567,en,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
50000000,128.0,16.871194,6.3,451,en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
50000000,144.0,42.526529,7.0,938,en,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1
50000000,95.0,34.890999,7.3,755,en,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
45000000,105.0,18.186026,5.6,267,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
50000000,121.0,13.576765,6.4,223,en,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
50000000,125.0,19.434672,6.0,395,en,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000000,129.0,62.925175,7.5,1506,en,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
50000000,125.0,32.927994,6.3,1067,en,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
50000000,113.0,39.920035,6.1,1611,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50000000,140.0,28.725621,6.8,582,en,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
50000000,89.0,20.566554,5.8,817,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
50000000,104.0,20.333953,5.5,434,en,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50000000,106.0,33.98637,6.2,652,en,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
50000000,141.0,42.472324,7.2,1417,en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50000000,124.0,15.931084,5.8,255,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
45000000,94.0,29.880122,6.1,1267,en,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
50000000,108.0,28.803802,6.1,750,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50000000,105.0,14.993459,6.1,298,en,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
50000000,102.0,9.114168,4.5,104,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50000000,92.0,12.31101,4.4,269,en,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
40000000,119.0,41.362082,6.3,1233,en,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
50000000,119.0,13.298205,5.9,189,en,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40000000,99.0,19.085403,6.2,371,en,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
50000000,137.0,9.622345,6.3,88,en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50000000,115.0,11.106006,4.4,205,en,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
50000000,87.0,12.25622,5.0,149,en,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
50000000,129.0,13.365715,5.8,510,en,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
50000000,120.0,16.167093,6.0,268,en,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
50000000,132.0,23.073933,6.0,387,en,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50000000,121.0,6.567065,6.0,654,en,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
50000000,95.0,6.22577,5.9,75,en,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
44000000,125.0,42.933027,6.0,1817,en,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
50000000,98.0,19.226763,6.2,286,en,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
50000000,110.0,10.089065,6.1,206,en,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
50000000,118.0,13.391833,6.0,368,en,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
50000000,97.0,21.637234,5.6,373,en,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
70000000,86.0,61.245957,7.6,1436,en,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
50000000,119.0,25.237969,7.1,775,en,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000000,139.0,21.589393,6.6,428,en,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
50000000,130.0,22.442241,7.3,480,en,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40000000,100.0,6.004422,5.4,120,en,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000000,114.0,74.64653,6.3,1148,en,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
51500000,100.0,35.481169,7.2,848,en,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
50000000,110.0,14.723467,5.8,458,en,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60000000,148.0,21.084542,6.2,367,fr,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
49900000,102.0,21.408222,5.2,501,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000000,84.0,19.267479,5.8,391,en,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
50000000,114.0,3.314004,5.9,81,en,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50000000,99.0,21.312186,5.8,274,en,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50000000,135.0,7.44268,5.5,108,en,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
22000000,108.0,12.54949,6.5,235,en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
50000000,127.0,18.394571,6.0,444,en,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000000,95.0,8.189406,5.2,44,en,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
50000000,95.0,27.631262,5.6,760,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
60000000,124.0,40.721373,5.6,984,en,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
55000000,109.0,11.329727,5.9,132,en,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50000000,100.0,37.253774,4.7,797,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50000000,88.0,6.397388,5.0,76,en,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000000,105.0,2.275331,5.4,37,en,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
50000000,105.0,30.387148,5.3,600,en,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
50000000,97.0,8.139676,3.9,112,en,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
49000000,87.0,21.746245,5.7,437,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
49000000,104.0,2.808428,6.2,71,en,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
50000000,116.0,31.02233,7.2,666,en,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48000000,147.0,25.170217,6.9,562,en,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
48000000,127.0,80.972475,7.6,3152,en,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49000000,120.0,116.700319,6.6,3062,en,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
73000000,118.0,33.884459,6.5,826,en,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
48000000,111.0,53.043124,6.5,1267,en,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
75000000,114.0,34.973086,6.6,692,en,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50000000,137.0,40.371098,6.1,547,en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48000000,112.0,18.60049,6.0,518,en,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48000000,120.0,30.920075,7.1,695,en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
48000000,93.0,19.348007,5.6,512,en,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
58000000,127.0,8.59075,6.6,68,en,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
55000000,122.0,48.801089,6.9,1188,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
48000000,109.0,88.844777,6.1,2200,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
48000000,123.0,16.000178,6.5,333,en,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
47000000,96.0,19.525659,5.7,594,en,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
47000000,103.0,7.859226,5.9,251,en,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
48000000,113.0,18.102572,6.6,339,en,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
48000000,132.0,7.226115,6.5,103,en,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15000000,93.0,63.071046,7.2,1488,en,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
47000000,75.0,10.410933,4.6,104,en,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
47000000,104.0,6.067212,5.7,74,en,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
38000000,105.0,15.401855,6.3,584,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
